time,v_perp,v_para,pitch_angle,v_perp_eV,v_para_eV,inval_lat
2.75,1959.68,347.811,79.9357,0.320233,0.0100875,74.9983
2.761,1966.13,347.826,79.9677,0.322345,0.0100883,74.9983
2.772,1972.59,347.841,79.9994,0.324465,0.0100892,74.9983
2.783,1979.04,347.857,80.0309,0.326591,0.0100901,74.9982
2.794,1985.49,347.872,80.0622,0.328724,0.010091,74.9982
2.805,1991.94,347.887,80.0934,0.330864,0.0100919,74.9982
2.816,1998.4,347.903,80.1243,0.333011,0.0100928,74.9982
2.827,2004.85,347.919,80.155,0.335165,0.0100937,74.9982
2.838,2011.3,347.934,80.1856,0.337325,0.0100946,74.9982
2.849,2017.75,347.95,80.2159,0.339493,0.0100955,74.9982
2.86,2024.21,347.966,80.246,0.341668,0.0100965,74.9982
2.871,2030.66,347.982,80.276,0.34385,0.0100974,74.9982
2.882,2037.11,347.998,80.3058,0.346038,0.0100983,74.9982
2.893,2043.56,348.015,80.3354,0.348234,0.0100993,74.9982
2.904,2050.01,348.031,80.3648,0.350436,0.0101002,74.9982
2.915,2056.47,348.048,80.394,0.352646,0.0101012,74.9982
2.926,2062.92,348.064,80.423,0.354862,0.0101021,74.9982
2.937,2069.37,348.081,80.4519,0.357085,0.0101031,74.9981
2.948,2075.82,348.098,80.4806,0.359316,0.0101041,74.9981
2.959,2082.28,348.114,80.5091,0.361553,0.0101051,74.9981
2.97,2088.73,348.131,80.5374,0.363797,0.0101061,74.9981
2.981,2095.18,348.149,80.5656,0.366048,0.010107,74.9981
2.992,2101.63,348.166,80.5936,0.368306,0.010108,74.9981
3.003,2108.08,348.183,80.6214,0.370571,0.0101091,74.9981
3.014,2114.54,348.2,80.649,0.372843,0.0101101,74.9981
3.025,2120.99,348.218,80.6765,0.375122,0.0101111,74.9981
3.036,2127.44,348.236,80.7038,0.377407,0.0101121,74.9981
3.047,2133.89,348.253,80.731,0.3797,0.0101131,74.9981
3.058,2140.35,348.271,80.758,0.382,0.0101142,74.9981
3.069,2146.8,348.289,80.7848,0.384306,0.0101152,74.9981
3.08,2153.25,348.307,80.8115,0.38662,0.0101163,74.9981
3.091,2159.7,348.325,80.838,0.38894,0.0101173,74.9981
3.102,2166.15,348.344,80.8644,0.391268,0.0101184,74.998
3.113,2172.61,348.362,80.8906,0.393602,0.0101195,74.998
3.124,2179.06,348.381,80.9166,0.395943,0.0101205,74.998
3.135,2185.51,348.399,80.9425,0.398292,0.0101216,74.998
3.146,2191.96,348.418,80.9683,0.400647,0.0101227,74.998
3.157,2198.42,348.437,80.9938,0.403009,0.0101238,74.998
3.168,2204.87,348.456,81.0193,0.405378,0.0101249,74.998
3.179,2211.32,348.475,81.0446,0.407754,0.010126,74.998
3.19,2217.77,348.494,81.0697,0.410137,0.0101271,74.998
3.201,2224.22,348.513,81.0947,0.412527,0.0101282,74.998
3.212,2230.68,348.533,81.1196,0.414923,0.0101294,74.998
3.223,2237.13,348.552,81.1443,0.417327,0.0101305,74.998
3.234,2243.58,348.572,81.1689,0.419738,0.0101316,74.998
3.245,2250.03,348.591,81.1933,0.422155,0.0101328,74.998
3.256,2256.48,348.611,81.2176,0.42458,0.0101339,74.9979
3.267,2262.94,348.631,81.2418,0.427012,0.0101351,74.9979
3.278,2269.39,348.651,81.2658,0.42945,0.0101363,74.9979
3.289,2275.84,348.672,81.2897,0.431895,0.0101374,74.9979
3.3,2282.29,348.692,81.3134,0.434348,0.0101386,74.9979
3.311,2288.74,348.712,81.3371,0.436807,0.0101398,74.9979
3.322,2295.2,348.733,81.3605,0.439273,0.010141,74.9979
3.333,2301.65,348.753,81.3839,0.441746,0.0101422,74.9979
3.344,2308.1,348.774,81.4071,0.444226,0.0101434,74.9979
3.355,2314.55,348.795,81.4302,0.446713,0.0101446,74.9979
3.366,2321,348.816,81.4532,0.449207,0.0101458,74.9979
3.377,2327.46,348.837,81.476,0.451708,0.0101471,74.9979
3.388,2333.91,348.858,81.4987,0.454216,0.0101483,74.9979
3.399,2340.36,348.88,81.5213,0.456731,0.0101495,74.9979
3.41,2346.81,348.901,81.5438,0.459252,0.0101508,74.9979
3.421,2353.26,348.923,81.5661,0.461781,0.0101521,74.9978
3.432,2359.71,348.945,81.5883,0.464317,0.0101533,74.9978
3.443,2366.17,348.966,81.6104,0.466859,0.0101546,74.9978
3.454,2372.62,348.988,81.6324,0.469409,0.0101559,74.9978
3.465,2379.07,349.01,81.6542,0.471965,0.0101571,74.9978
3.476,2385.52,349.033,81.676,0.474528,0.0101584,74.9978
3.487,2391.97,349.055,81.6976,0.477099,0.0101597,74.9978
3.498,2398.43,349.077,81.7191,0.479676,0.010161,74.9978
3.509,2404.88,349.1,81.7405,0.48226,0.0101624,74.9978
3.52,2411.33,349.122,81.7617,0.484851,0.0101637,74.9978
3.531,2417.78,349.145,81.7829,0.487449,0.010165,74.9978
3.542,2424.23,349.168,81.8039,0.490054,0.0101663,74.9978
3.553,2430.68,349.191,81.8248,0.492666,0.0101677,74.9978
3.564,2437.14,349.214,81.8457,0.495285,0.010169,74.9978
3.575,2443.59,349.238,81.8664,0.49791,0.0101704,74.9977
3.586,2450.04,349.261,81.887,0.500543,0.0101717,74.9977
3.597,2456.49,349.285,81.9075,0.503183,0.0101731,74.9977
3.608,2462.94,349.308,81.9278,0.505829,0.0101745,74.9977
